transaction_id,token_id,buyer_id,seller_id,quantity,starting_price,ending_price,total_amount_usdc,transaction_type,swap_api_reference,original_currency,status,reversal_reason,timestamp,on_chain_tx_hash,merkle_proof_hash
44934,76,423e9809-93c0-4bf4-9693-1bc2db88e09d,737ba889-8181-42e6-a779-7ad05aba1d65,6,1.263856,1.263971,7.583481,primary,,USD,completed,,2025-12-15,,
44935,76,f9084ee0-22d2-44cf-8c3e-b8e0b43dc02b,737ba889-8181-42e6-a779-7ad05aba1d65,26,1.263994,1.264569,32.871319,primary,,USD,completed,,2025-11-05,,
44936,76,c6406404-75fc-4606-840c-8706dbc2087b,737ba889-8181-42e6-a779-7ad05aba1d65,43,1.264592,1.265558,54.398225,primary,,USD,completed,,2025-09-06,,
44937,76,ab8dba6d-0c4a-4157-955d-4925d90a726e,737ba889-8181-42e6-a779-7ad05aba1d65,48,1.265581,1.266662,60.773832,primary,,USD,completed,,2025-09-06,,
44938,76,e89d7bbd-74ac-4e06-82be-598e96a9ee03,737ba889-8181-42e6-a779-7ad05aba1d65,15,1.266685,1.267007,19.00269,primary,,USD,completed,,2025-09-14,,
44939,76,06537af5-48de-42a6-ad22-1b311f0e7771,737ba889-8181-42e6-a779-7ad05aba1d65,30,1.26703,1.267697,38.020905,primary,,USD,completed,,2025-06-15,,
44940,76,216ca772-bac4-4de3-b4ca-c5569367eabc,737ba889-8181-42e6-a779-7ad05aba1d65,47,1.26772,1.268778,59.607703,primary,,USD,completed,,2025-10-13,,
44941,76,6bbcb860-e94e-4a26-9284-6106297a58a0,737ba889-8181-42e6-a779-7ad05aba1d65,23,1.268801,1.269307,29.188242,primary,,USD,completed,,2025-08-23,,
44942,76,a17e2af5-ec0d-4b83-882a-ba0bf37923de,737ba889-8181-42e6-a779-7ad05aba1d65,29,1.26933,1.269974,36.819908,primary,,USD,completed,,2025-01-22,,
44943,76,12fffeae-7097-4452-a3b7-87186fe8f2d8,737ba889-8181-42e6-a779-7ad05aba1d65,6,1.269997,1.270112,7.620327,primary,,USD,completed,,2025-06-14,,
44944,76,ced76e2b-c0d7-4e88-8f9e-8941a81279c8,737ba889-8181-42e6-a779-7ad05aba1d65,11,1.270135,1.270365,13.97275,primary,,USD,completed,,2025-05-08,,
44945,76,dc704709-62df-48d7-801f-3483fdb01e96,737ba889-8181-42e6-a779-7ad05aba1d65,44,1.270388,1.271377,55.91883,primary,,USD,completed,,2025-02-25,,
44946,76,83dc55ee-34f4-4838-95b5-af7ca58e2bbc,737ba889-8181-42e6-a779-7ad05aba1d65,41,1.2714,1.27232,52.14626,primary,,USD,completed,,2025-01-16,,
44947,76,73adfc46-8204-4bad-9d20-546407ef6fad,737ba889-8181-42e6-a779-7ad05aba1d65,8,1.272343,1.272504,10.179388,primary,,USD,completed,,2025-01-26,,
44948,76,fdf84961-b529-481c-aba9-bca9cb19ef29,737ba889-8181-42e6-a779-7ad05aba1d65,28,1.272527,1.273148,35.63945,primary,,USD,completed,,2025-11-16,,
44949,76,6bbcb860-e94e-4a26-9284-6106297a58a0,737ba889-8181-42e6-a779-7ad05aba1d65,30,1.273171,1.273838,38.205135,primary,,USD,completed,,2025-04-22,,
44950,76,8b290547-abb8-4e52-8db4-4efbd38bde8a,737ba889-8181-42e6-a779-7ad05aba1d65,11,1.273861,1.274091,14.013736,primary,,USD,completed,,2025-06-27,,
44951,76,e7102a50-af6c-4f00-bd9f-cd4a6b36f9ee,737ba889-8181-42e6-a779-7ad05aba1d65,4,1.274114,1.274183,5.096594,primary,,USD,completed,,2025-08-09,,
44952,76,24a01e0b-fd20-42c3-9d91-c49066b12174,737ba889-8181-42e6-a779-7ad05aba1d65,23,1.274206,1.274712,29.312557,primary,,USD,completed,,2025-10-20,,
44953,76,b6019454-ba57-4b21-b84d-62d2b7234724,737ba889-8181-42e6-a779-7ad05aba1d65,12,1.274735,1.274988,15.298338,primary,,USD,completed,,2025-06-27,,
44954,76,9d17107f-a6f0-4f59-82c9-fb4b15f72faa,737ba889-8181-42e6-a779-7ad05aba1d65,35,1.275011,1.275793,44.63907,primary,,USD,completed,,2025-06-09,,
44955,76,1b726b4b-23b8-4454-b26d-9fcb77d2ca67,737ba889-8181-42e6-a779-7ad05aba1d65,36,1.275816,1.276621,45.943866,primary,,USD,completed,,2025-03-29,,
44956,76,53e64b68-80d7-4173-9d20-fc64afa472f8,737ba889-8181-42e6-a779-7ad05aba1d65,50,1.276644,1.277771,63.860375,primary,,USD,completed,,2025-09-30,,
44957,76,cd8201ec-e051-41ad-863e-0191f831a99d,737ba889-8181-42e6-a779-7ad05aba1d65,43,1.277794,1.27876,54.965911,primary,,USD,completed,,2025-06-02,,
44958,76,5625b3a2-08d9-46a4-a6a9-77b6d4975957,737ba889-8181-42e6-a779-7ad05aba1d65,19,1.278783,1.279197,24.30081,primary,,USD,completed,,2025-02-15,,
44959,76,584d8655-3762-4d96-ba6b-e05fc670abfb,737ba889-8181-42e6-a779-7ad05aba1d65,10,1.27922,1.279427,12.793235,primary,,USD,completed,,2025-11-23,,
44960,76,6e31a40c-9908-40ef-a2cb-540f60dee73b,737ba889-8181-42e6-a779-7ad05aba1d65,14,1.27945,1.279749,17.914393,primary,,USD,completed,,2025-09-26,,
44961,76,eaf9fff4-5930-4c2e-9fe9-4cb16b2a6c0f,737ba889-8181-42e6-a779-7ad05aba1d65,6,1.279772,1.279887,7.678977,primary,,USD,completed,,2025-02-04,,
44962,76,5e7c1acd-b338-4674-bbbb-b57256567efb,737ba889-8181-42e6-a779-7ad05aba1d65,30,1.27991,1.280577,38.407305,primary,,USD,completed,,2025-12-08,,
44963,76,4f07c2fe-e989-4316-bde8-e26311e532ea,737ba889-8181-42e6-a779-7ad05aba1d65,3,1.2806,1.280646,3.841869,primary,,USD,completed,,2025-03-29,,
44964,77,74df17ea-013c-44c4-9687-9c49ac33ab09,5e218e5b-5320-4496-89cc-6d3a962ecaf2,10,1.0,1.000207,10.001035,primary,,USD,completed,,2025-08-25,,
44965,77,d65b583b-90a0-41b2-aad9-7ae241cada46,5e218e5b-5320-4496-89cc-6d3a962ecaf2,11,1.00023,1.00046,11.003795,primary,,USD,completed,,2025-11-29,,
44966,77,15d90f2e-6993-4c6d-a286-164e7eaab1f9,5e218e5b-5320-4496-89cc-6d3a962ecaf2,33,1.000483,1.001219,33.028083,primary,,USD,completed,,2025-05-10,,
44967,77,d1b66cae-4dbc-411e-9812-3f7701538ce7,5e218e5b-5320-4496-89cc-6d3a962ecaf2,34,1.001242,1.002001,34.055131,primary,,USD,completed,,2025-09-30,,
44968,77,738d8f4c-d68a-4c8e-93c0-43dca9525111,5e218e5b-5320-4496-89cc-6d3a962ecaf2,27,1.002024,1.002622,27.062721,primary,,USD,completed,,2025-05-30,,
44969,77,b9babd1f-3b5c-4263-a19c-318d2916cdfb,5e218e5b-5320-4496-89cc-6d3a962ecaf2,50,1.002645,1.003772,50.160425,primary,,USD,completed,,2025-04-02,,
44970,77,ea80bfa9-221b-4c09-bcce-9e8153f4968e,5e218e5b-5320-4496-89cc-6d3a962ecaf2,14,1.003795,1.004094,14.055223,primary,,USD,completed,,2025-07-25,,
44971,77,712ca3bb-64dd-4ea8-83cf-3dbe86de6691,5e218e5b-5320-4496-89cc-6d3a962ecaf2,13,1.004117,1.004393,13.055315,primary,,USD,completed,,2025-03-13,,
44972,77,856889f7-6b6f-46b7-85d7-7497b8d4b848,5e218e5b-5320-4496-89cc-6d3a962ecaf2,45,1.004416,1.005428,45.22149,primary,,USD,completed,,2025-07-31,,
44973,77,ae3bc5de-13e6-4ced-a5c1-a83946255f97,5e218e5b-5320-4496-89cc-6d3a962ecaf2,9,1.005451,1.005635,9.049887,primary,,USD,completed,,2025-01-05,,
44974,77,eb69a470-875a-4f0d-b973-94e83ac62219,5e218e5b-5320-4496-89cc-6d3a962ecaf2,27,1.005658,1.006256,27.160839,primary,,USD,completed,,2025-07-12,,
44975,77,54fec970-7a20-4018-9a5a-f5e853d5929d,5e218e5b-5320-4496-89cc-6d3a962ecaf2,43,1.006279,1.007245,43.290766,primary,,USD,completed,,2025-06-29,,
44976,77,0ca43989-9c8c-4276-8d6a-fb3ecf7c8fe3,5e218e5b-5320-4496-89cc-6d3a962ecaf2,20,1.007268,1.007705,20.14973,primary,,USD,completed,,2025-12-02,,
44977,77,c9d1dcba-c4a7-4c8c-a413-021034a2de97,5e218e5b-5320-4496-89cc-6d3a962ecaf2,25,1.007728,1.00828,25.2001,primary,,USD,completed,,2025-08-24,,
44978,77,e458edd0-7950-4a9d-a17b-2c7c1b4378af,5e218e5b-5320-4496-89cc-6d3a962ecaf2,45,1.008303,1.009315,45.396405,primary,,USD,completed,,2025-02-14,,
44979,77,454f04e3-bc46-4018-ad9f-0d59c86b724d,5e218e5b-5320-4496-89cc-6d3a962ecaf2,39,1.009338,1.010212,39.381225,primary,,USD,completed,,2025-04-23,,
44980,77,c4800180-9ec8-479f-8176-52393ad6c40b,5e218e5b-5320-4496-89cc-6d3a962ecaf2,46,1.010235,1.01127,46.494615,primary,,USD,completed,,2025-05-22,,
44981,77,9cabbafc-0aec-489f-be52-f83cc57c8eab,5e218e5b-5320-4496-89cc-6d3a962ecaf2,45,1.011293,1.012305,45.530955,primary,,USD,completed,,2025-08-14,,
44982,77,b693605e-b55d-49e6-9e56-2e1f8622a883,5e218e5b-5320-4496-89cc-6d3a962ecaf2,6,1.012328,1.012443,6.074313,primary,,USD,completed,,2025-09-24,,
44983,77,88583a42-3df6-442b-a26c-bfcf157417c1,5e218e5b-5320-4496-89cc-6d3a962ecaf2,6,1.012466,1.012581,6.075141,primary,,USD,completed,,2025-07-09,,
44984,77,27dcbaf1-2a99-490b-8602-be246c60a6cf,5e218e5b-5320-4496-89cc-6d3a962ecaf2,47,1.012604,1.013662,47.617251,primary,,USD,completed,,2025-12-03,,
44985,77,bbbc4e43-309e-423d-b9a1-74d2e418f8f1,5e218e5b-5320-4496-89cc-6d3a962ecaf2,45,1.013685,1.014697,45.638595,primary,,USD,completed,,2025-01-03,,
44986,77,304f8d58-96b4-4014-8d37-f88fdc9c19d7,5e218e5b-5320-4496-89cc-6d3a962ecaf2,11,1.01472,1.01495,11.163185,primary,,USD,completed,,2025-07-17,,
44987,77,7f3c83ef-71e6-48d6-bafc-53c80dd2bbfa,5e218e5b-5320-4496-89cc-6d3a962ecaf2,29,1.014973,1.015617,29.443555,primary,,USD,completed,,2025-05-19,,
44988,77,6f25597b-4e89-4a9b-9c80-5dd3eadafa20,5e218e5b-5320-4496-89cc-6d3a962ecaf2,46,1.01564,1.016675,46.743245,primary,,USD,completed,,2025-12-28,,
44989,77,55c2a00a-97d2-4ae8-9d54-d2187c8d85d7,5e218e5b-5320-4496-89cc-6d3a962ecaf2,5,1.016698,1.01679,5.08372,primary,,USD,completed,,2025-01-25,,
44990,77,8587120f-58c4-4b66-90ae-94e336a113bd,5e218e5b-5320-4496-89cc-6d3a962ecaf2,25,1.016813,1.017365,25.427225,primary,,USD,completed,,2025-12-14,,
44991,77,5ddbf11c-8339-494e-aec9-7f4d47fcd9a8,5e218e5b-5320-4496-89cc-6d3a962ecaf2,33,1.017388,1.018124,33.585948,primary,,USD,completed,,2025-08-13,,
44992,77,e995da39-e134-4f44-b867-49a59abe7f68,5e218e5b-5320-4496-89cc-6d3a962ecaf2,5,1.018147,1.018239,5.090965,primary,,USD,completed,,2025-11-29,,
44993,77,274ce46f-130c-43f2-84ee-30702886e19b,5e218e5b-5320-4496-89cc-6d3a962ecaf2,11,1.018262,1.018492,11.202147,primary,,USD,completed,,2025-10-23,,
44994,77,40af94b8-3a0f-41a9-9d88-bdd17545506c,5e218e5b-5320-4496-89cc-6d3a962ecaf2,40,1.018515,1.019412,40.75854,primary,,USD,completed,,2025-01-03,,
44995,77,179c82e7-0e2b-4ed9-bcb4-87853b0d0878,5e218e5b-5320-4496-89cc-6d3a962ecaf2,47,1.019435,1.020493,47.938308,primary,,USD,completed,,2025-07-09,,
44996,77,3e9ab660-d577-41a0-b7b9-46c2426e524b,5e218e5b-5320-4496-89cc-6d3a962ecaf2,19,1.020516,1.02093,19.393737,primary,,USD,completed,,2025-06-10,,
44997,77,38b81053-adaf-4c88-9950-ee5a597e368a,5e218e5b-5320-4496-89cc-6d3a962ecaf2,19,1.020953,1.021367,19.40204,primary,,USD,completed,,2025-08-31,,
44998,77,1e58489c-4375-481d-9cf7-7c9c63943c7e,5e218e5b-5320-4496-89cc-6d3a962ecaf2,4,1.02139,1.021459,4.085698,primary,,USD,completed,,2025-09-17,,
44999,77,71311f6f-8636-4e43-b92f-5a861d65a93e,5e218e5b-5320-4496-89cc-6d3a962ecaf2,23,1.021482,1.021988,23.499905,primary,,USD,completed,,2025-05-27,,
45000,77,74c264a0-79ff-4b1c-b203-4f65462e53f3,5e218e5b-5320-4496-89cc-6d3a962ecaf2,31,1.022011,1.022701,31.693036,primary,,USD,completed,,2025-06-20,,
45001,77,418e438f-e526-4829-a1bb-10ca7d8d0804,5e218e5b-5320-4496-89cc-6d3a962ecaf2,26,1.022724,1.023299,26.598299,primary,,USD,completed,,2025-09-29,,
45002,77,25149d31-12d7-4c1c-90e4-648a62dd3081,5e218e5b-5320-4496-89cc-6d3a962ecaf2,32,1.023322,1.024035,32.757712,primary,,USD,completed,,2025-06-26,,
45003,77,9fd92a6c-38d6-4de0-a546-d38f01a14660,5e218e5b-5320-4496-89cc-6d3a962ecaf2,29,1.024058,1.024702,29.70702,primary,,USD,completed,,2025-02-06,,
45004,77,78938c00-417e-48cb-9fb3-da85d96207a8,5e218e5b-5320-4496-89cc-6d3a962ecaf2,35,1.024725,1.025507,35.87906,primary,,USD,completed,,2025-11-26,,
45005,77,8386284a-3897-4a51-af44-90acc39a1a95,5e218e5b-5320-4496-89cc-6d3a962ecaf2,30,1.02553,1.026197,30.775905,primary,,USD,completed,,2025-07-10,,
45006,77,1abb9829-fe27-4aad-b282-04e4beafcc68,5e218e5b-5320-4496-89cc-6d3a962ecaf2,15,1.02622,1.026542,15.395715,primary,,USD,completed,,2025-09-20,,
45007,77,85e4a15f-0e01-4638-b94b-f73148df6bc1,5e218e5b-5320-4496-89cc-6d3a962ecaf2,43,1.026565,1.027531,44.163064,primary,,USD,completed,,2025-01-16,,
45008,77,c98e6bf9-604e-47cf-be23-abc5b9ce3ede,5e218e5b-5320-4496-89cc-6d3a962ecaf2,29,1.027554,1.028198,29.808404,primary,,USD,completed,,2025-11-29,,
45009,77,4eb27452-f515-43d3-8d79-86be1fb9256e,5e218e5b-5320-4496-89cc-6d3a962ecaf2,26,1.028221,1.028796,26.741221,primary,,USD,completed,,2025-01-15,,
45010,77,ab56a3c4-7c10-43fc-9be6-f851c1915533,5e218e5b-5320-4496-89cc-6d3a962ecaf2,26,1.028819,1.029394,26.756769,primary,,USD,completed,,2025-08-11,,
45011,77,dc1afc07-6d2f-48c7-a1ec-3879f8b7dc7d,5e218e5b-5320-4496-89cc-6d3a962ecaf2,50,1.029417,1.030544,51.499025,primary,,USD,completed,,2025-05-05,,
45012,77,8af14ef0-0f18-43a2-b95b-4bfcd7778621,5e218e5b-5320-4496-89cc-6d3a962ecaf2,27,1.030567,1.031165,27.833382,primary,,USD,completed,,2025-04-26,,
45013,77,be022a6a-f229-4cc6-b675-58070337d19e,5e218e5b-5320-4496-89cc-6d3a962ecaf2,47,1.031188,1.032246,48.490699,primary,,USD,completed,,2025-02-21,,
45014,77,85ea44ef-ab0c-4d5e-b78e-87b63c6ff71c,5e218e5b-5320-4496-89cc-6d3a962ecaf2,15,1.032269,1.032591,15.48645,primary,,USD,completed,,2025-07-01,,
45015,77,cfb41384-8eb5-4a75-b1e1-89d58359c61e,5e218e5b-5320-4496-89cc-6d3a962ecaf2,19,1.032614,1.033028,19.623599,primary,,USD,completed,,2025-10-26,,
45016,77,5b23c90f-d111-4601-8378-c3384b0fdcb7,5e218e5b-5320-4496-89cc-6d3a962ecaf2,47,1.033051,1.034109,48.57826,primary,,USD,completed,,2025-04-06,,
45017,77,2517237b-7804-48a9-88a3-ee33d4fc07b6,5e218e5b-5320-4496-89cc-6d3a962ecaf2,1,1.034132,1.034132,1.034132,primary,,USD,completed,,2025-07-26,,
45018,77,98d8fd9e-dcf5-4e5c-a7e5-c057571e0a76,5e218e5b-5320-4496-89cc-6d3a962ecaf2,36,1.034155,1.03496,37.24407,primary,,USD,completed,,2025-09-13,,
45019,77,0371171b-9599-43ae-a688-5e26534aebab,5e218e5b-5320-4496-89cc-6d3a962ecaf2,29,1.034983,1.035627,30.023845,primary,,USD,completed,,2025-09-15,,
45020,77,70ff30c0-de15-4b5c-b908-f62c9b1b774e,5e218e5b-5320-4496-89cc-6d3a962ecaf2,38,1.03565,1.036501,39.370869,primary,,USD,completed,,2025-06-28,,
45021,77,be3c25c8-367b-483d-9311-0daa2755846d,5e218e5b-5320-4496-89cc-6d3a962ecaf2,43,1.036524,1.03749,44.591301,primary,,USD,completed,,2025-12-17,,
45022,77,2c59873e-778b-4258-b152-cd8a08e4b402,5e218e5b-5320-4496-89cc-6d3a962ecaf2,38,1.037513,1.038364,39.441663,primary,,USD,completed,,2025-08-07,,
45023,77,b6f6b5ab-1677-47b9-8203-8b11e99c55de,5e218e5b-5320-4496-89cc-6d3a962ecaf2,23,1.038387,1.038893,23.88872,primary,,USD,completed,,2025-03-11,,
45024,77,2e505c4d-c227-4b30-b635-c9f2c5cc4fa2,5e218e5b-5320-4496-89cc-6d3a962ecaf2,27,1.038916,1.039514,28.058805,primary,,USD,completed,,2025-02-22,,
45025,77,b24a9c0b-1a2e-448f-9a48-3937c5389fd8,5e218e5b-5320-4496-89cc-6d3a962ecaf2,6,1.039537,1.039652,6.237567,primary,,USD,completed,,2025-03-28,,
45026,77,d16f7ab3-f1ca-43b2-8b95-ef291ddba84c,5e218e5b-5320-4496-89cc-6d3a962ecaf2,24,1.039675,1.040204,24.958548,primary,,USD,completed,,2025-10-13,,
45027,77,99ba00bf-0567-4d58-8942-bf867ba3c8aa,5e218e5b-5320-4496-89cc-6d3a962ecaf2,48,1.040227,1.041308,49.95684,primary,,USD,completed,,2025-07-17,,
45028,77,487a6d20-4f0e-4cba-b0a7-f1d311306ae4,5e218e5b-5320-4496-89cc-6d3a962ecaf2,8,1.041331,1.041492,8.331292,primary,,USD,completed,,2025-09-08,,
45029,77,81547ac7-5cea-460b-ace9-a541eaa9232f,5e218e5b-5320-4496-89cc-6d3a962ecaf2,21,1.041515,1.041975,21.876645,primary,,USD,completed,,2025-12-27,,
45030,77,8f89e5dd-da9a-40f4-a2a0-4792b19dc939,5e218e5b-5320-4496-89cc-6d3a962ecaf2,34,1.041998,1.042757,35.440835,primary,,USD,completed,,2025-07-18,,
45031,77,053a7c01-75c3-4ac4-8c36-5e47916fcd31,5e218e5b-5320-4496-89cc-6d3a962ecaf2,12,1.04278,1.043033,12.514878,primary,,USD,completed,,2025-12-01,,
45032,77,3413504f-5cd5-476a-8897-ffefb7ccb3f2,5e218e5b-5320-4496-89cc-6d3a962ecaf2,16,1.043056,1.043401,16.691656,primary,,USD,completed,,2025-04-29,,
45033,77,77a6d34c-bbeb-4758-89e5-1647854f20c7,5e218e5b-5320-4496-89cc-6d3a962ecaf2,7,1.043424,1.043562,7.304451,primary,,USD,completed,,2025-06-13,,
45034,77,b32ddf7b-e980-4ac7-a9b3-ea44f07e7ca0,5e218e5b-5320-4496-89cc-6d3a962ecaf2,40,1.043585,1.044482,41.76134,primary,,USD,completed,,2025-03-23,,
45035,77,ac70721c-df67-45f6-ae08-ac5fca66b775,5e218e5b-5320-4496-89cc-6d3a962ecaf2,12,1.044505,1.044758,12.535578,primary,,USD,completed,,2025-03-16,,
45036,77,8e12184d-c7ad-43b8-b8f7-0228aebd7b80,5e218e5b-5320-4496-89cc-6d3a962ecaf2,24,1.044781,1.04531,25.081092,primary,,USD,completed,,2025-08-14,,
45037,77,e3127888-99c6-4682-99df-c80232b494cd,5e218e5b-5320-4496-89cc-6d3a962ecaf2,17,1.045333,1.045701,17.773789,primary,,USD,completed,,2025-08-12,,
45038,77,72c3a6b3-b423-4a1f-b047-2b62b9c69128,5e218e5b-5320-4496-89cc-6d3a962ecaf2,23,1.045724,1.04623,24.057471,primary,,USD,completed,,2025-07-23,,
45039,77,af580bc3-11f2-4d9d-a288-63329b201143,5e218e5b-5320-4496-89cc-6d3a962ecaf2,8,1.046253,1.046414,8.370668,primary,,USD,completed,,2025-08-31,,
45040,77,f94f0287-6208-4bf2-95a8-b1a973feb53e,5e218e5b-5320-4496-89cc-6d3a962ecaf2,50,1.046437,1.047564,52.350025,primary,,USD,completed,,2025-07-25,,
45041,77,8b3284b8-ffdb-4820-bad3-ae4dc15cfde4,5e218e5b-5320-4496-89cc-6d3a962ecaf2,17,1.047587,1.047955,17.812107,primary,,USD,completed,,2025-06-05,,
45042,77,2db8d042-c77c-448f-a08c-df654779320e,5e218e5b-5320-4496-89cc-6d3a962ecaf2,28,1.047978,1.048599,29.352078,primary,,USD,completed,,2025-08-12,,
45043,77,5aa77c42-859c-4dbb-85e3-27e0b0b64fba,5e218e5b-5320-4496-89cc-6d3a962ecaf2,23,1.048622,1.049128,24.124125,primary,,USD,completed,,2025-03-16,,
45044,77,13d93617-1d70-4ae3-8cd6-93b99f9fe1ff,5e218e5b-5320-4496-89cc-6d3a962ecaf2,36,1.049151,1.049956,37.783926,primary,,USD,completed,,2025-04-19,,
45045,77,81929acc-8d69-44b1-b273-dfd0c16236c0,5e218e5b-5320-4496-89cc-6d3a962ecaf2,25,1.049979,1.050531,26.256375,primary,,USD,completed,,2025-12-31,,
45046,77,75ab3671-acc1-42ef-bcd8-3577cd1512bb,5e218e5b-5320-4496-89cc-6d3a962ecaf2,35,1.050554,1.051336,36.783075,primary,,USD,completed,,2025-10-29,,
45047,77,b6313cb6-a62f-4e85-ba7e-de600fe1a4b0,5e218e5b-5320-4496-89cc-6d3a962ecaf2,43,1.051359,1.052325,45.229206,primary,,USD,completed,,2025-05-21,,
45048,77,0deebe7f-9b45-457e-9d84-ce0542405347,5e218e5b-5320-4496-89cc-6d3a962ecaf2,41,1.052348,1.053268,43.165128,primary,,USD,completed,,2025-04-17,,
45049,77,eb45d045-1cc4-49de-93a3-a7353e8bdd80,5e218e5b-5320-4496-89cc-6d3a962ecaf2,30,1.053291,1.053958,31.608735,primary,,USD,completed,,2025-12-02,,
45050,77,cfb41384-8eb5-4a75-b1e1-89d58359c61e,5e218e5b-5320-4496-89cc-6d3a962ecaf2,22,1.053981,1.054464,23.192895,primary,,USD,completed,,2025-01-28,,
45051,77,42fe03a6-b119-4fcc-9431-61852e02be94,5e218e5b-5320-4496-89cc-6d3a962ecaf2,22,1.054487,1.05497,23.204027,primary,,USD,completed,,2025-10-23,,
45052,77,14986a07-2ea9-4291-9ced-677485418ab2,5e218e5b-5320-4496-89cc-6d3a962ecaf2,11,1.054993,1.055223,11.606188,primary,,USD,completed,,2025-06-02,,
45053,77,dd03f747-7225-444b-bebe-07f13f17bb8e,5e218e5b-5320-4496-89cc-6d3a962ecaf2,14,1.055246,1.055545,14.775537,primary,,USD,completed,,2025-09-02,,
45054,77,9d39cc75-3ab8-4c3c-9814-98b1b0ea60b4,5e218e5b-5320-4496-89cc-6d3a962ecaf2,34,1.055568,1.056327,35.902215,primary,,USD,completed,,2025-07-24,,
45055,77,2b25fec4-9307-476a-97c6-84f2fee131c1,5e218e5b-5320-4496-89cc-6d3a962ecaf2,26,1.05635,1.056925,27.472575,primary,,USD,completed,,2025-01-21,,
45056,77,e1608816-e74f-4ad6-ab05-951a5d9249b7,5e218e5b-5320-4496-89cc-6d3a962ecaf2,34,1.056948,1.057707,35.949135,primary,,USD,completed,,2025-08-11,,
45057,77,d1ecfcd6-21c7-406b-b304-d4a1214399de,5e218e5b-5320-4496-89cc-6d3a962ecaf2,17,1.05773,1.058098,17.984538,primary,,USD,completed,,2025-01-07,,
45058,77,519eba03-cbbc-489f-9740-e60239ca1d6e,5e218e5b-5320-4496-89cc-6d3a962ecaf2,19,1.058121,1.058535,20.108232,primary,,USD,completed,,2025-08-14,,
45059,77,93681008-ea76-4df1-a30d-f646e73d1556,5e218e5b-5320-4496-89cc-6d3a962ecaf2,46,1.058558,1.059593,48.717473,primary,,USD,completed,,2025-08-15,,
45060,77,6bcb26b8-237e-4a1d-a632-cfb5063dfd22,5e218e5b-5320-4496-89cc-6d3a962ecaf2,3,1.059616,1.059662,3.178917,primary,,USD,completed,,2025-04-08,,
45061,77,7162fa0b-b7c3-4960-b548-68bb9af93c1d,5e218e5b-5320-4496-89cc-6d3a962ecaf2,3,1.059685,1.059731,3.179124,primary,,USD,completed,,2025-12-26,,
45062,77,71fa4f2c-d523-4c4f-96c3-d964059cb2f7,5e218e5b-5320-4496-89cc-6d3a962ecaf2,50,1.059754,1.060881,53.015875,primary,,USD,completed,,2025-05-15,,
45063,77,e3be2c72-24a5-406c-9f9a-88044fa13eed,5e218e5b-5320-4496-89cc-6d3a962ecaf2,47,1.060904,1.061962,49.887351,primary,,USD,completed,,2025-04-30,,
45064,77,2457abc8-ff4c-4dbe-be71-23d1c0471ce5,5e218e5b-5320-4496-89cc-6d3a962ecaf2,16,1.061985,1.06233,16.99452,primary,,USD,completed,,2025-07-20,,
45065,77,77d76d9f-6e48-4ed7-b4e9-3361f1afd49f,5e218e5b-5320-4496-89cc-6d3a962ecaf2,39,1.062353,1.063227,41.44881,primary,,USD,completed,,2025-02-07,,
45066,77,490690f0-a62a-45e3-b531-2b0acddd9096,5e218e5b-5320-4496-89cc-6d3a962ecaf2,49,1.06325,1.064354,52.126298,primary,,USD,completed,,2025-10-07,,
45067,77,054b5bde-ebee-472c-a76d-c3379a585add,5e218e5b-5320-4496-89cc-6d3a962ecaf2,12,1.064377,1.06463,12.774042,primary,,USD,completed,,2025-01-06,,
45068,77,fc240a3e-414d-4320-b522-160eb82f261f,5e218e5b-5320-4496-89cc-6d3a962ecaf2,40,1.064653,1.06555,42.60406,primary,,USD,completed,,2025-07-15,,
45069,77,05acb12e-8d98-441c-bbed-a03c21742cf8,5e218e5b-5320-4496-89cc-6d3a962ecaf2,27,1.065573,1.066171,28.778544,primary,,USD,completed,,2025-10-23,,
45070,77,7dc22d18-b586-488c-8cc9-5d15bad8ea00,5e218e5b-5320-4496-89cc-6d3a962ecaf2,9,1.066194,1.066378,9.596574,primary,,USD,completed,,2025-02-05,,
45071,77,420c787d-bcf5-47c9-88ce-2226e96bfef3,5e218e5b-5320-4496-89cc-6d3a962ecaf2,2,1.066401,1.066424,2.132825,primary,,USD,completed,,2025-10-28,,
45072,77,f457ea24-cd25-453b-8a35-13ca2d63cbfa,5e218e5b-5320-4496-89cc-6d3a962ecaf2,29,1.066447,1.067091,30.936301,primary,,USD,completed,,2025-09-24,,
45073,77,96d221d3-4a6b-4e51-8a26-37af0bb814d3,5e218e5b-5320-4496-89cc-6d3a962ecaf2,32,1.067114,1.067827,34.159056,primary,,USD,completed,,2025-08-01,,
45074,77,fd8878a0-6007-40ac-b640-f458e915953e,5e218e5b-5320-4496-89cc-6d3a962ecaf2,38,1.06785,1.068701,40.594469,primary,,USD,completed,,2025-06-26,,
45075,77,8df89ccc-5048-432e-bbf2-7fbdcdc82420,5e218e5b-5320-4496-89cc-6d3a962ecaf2,12,1.068724,1.068977,12.826206,primary,,USD,completed,,2025-10-17,,
45076,77,73e01b97-efc3-42a0-aae1-89e461db5fd6,5e218e5b-5320-4496-89cc-6d3a962ecaf2,43,1.069,1.069966,45.987769,primary,,USD,completed,,2025-11-13,,
45077,77,1d918f77-b426-407f-9406-21f6e08d360a,5e218e5b-5320-4496-89cc-6d3a962ecaf2,10,1.069989,1.070196,10.700925,primary,,USD,completed,,2025-02-02,,
